,right_touch,left_touch,right_x_N,left_x_N,right_z_N,left_z_N,A_HFL,A_GLU,A_VAS,A_SOL,A_GAS,A_TA,A_HAM,A_RF,A_L_HFL,A_L_GLU,A_L_VAS,A_L_SOL,A_L_GAS,A_L_TA,A_L_HAM,A_L_RF,theta,hip,L_hip,knee,L_knee,ankle,L_ankle
0,1.0,0.0,55.257518358280805,0.0,593.4796324279681,0.0,0.03605173785147642,0.0,0.0,0.5151718594069357,0.007639690486391326,0.0,0.09338017879172306,0.5924231816380683,0.0,0.4238843248104264,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.46099461310013073,0.020307110280183054,0.04035184338971476,0.44576572532605446,-0.13828425105571363,0.4947111671163803,0.0032779097970971425,-0.9436781982017161,-0.1911678944500906,-0.03661724614802784
1,1.0,0.0,5.015009001468016,0.0,653.500849005645,0.0,0.03605173785147642,0.0,0.0,0.48804989817897104,0.007549772748265135,0.0,0.01831536679042639,0.5924231816380683,0.0,0.27566579792089363,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.45831707642644254,0.02030435017711508,0.04035184338971476,0.4422891135554586,-0.1463880938469174,0.49704848312495087,0.0031746338753239544,-0.9176726385208096,-0.20611141623808907,-0.01652576993725355
2,1.0,0.0,2.1725406610894282,0.0,693.0889871187319,0.0,0.03605173785147642,0.0,0.0,0.4624880364148575,0.007472316818575061,0.0,0.013149730393067216,0.5924231816380683,0.0,0.13431662198656547,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.45559446716382357,0.020301790676043138,0.04035184338971476,0.4385937408194486,-0.15472924951453332,0.49796027249380254,0.003085060912090971,-0.8897220897720398,-0.21874929800951096,0.0036452476262979006
3,1.0,0.0,3.710027489859513,0.0,702.2863027606923,0.0,0.03605173785147642,0.0,0.0,0.43725371884045194,0.007400575614843443,0.0,0.013149730393067216,0.5924231816380683,0.0,0.10575891822766859,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.4528229562091574,0.02029941903267253,0.04035184338971476,0.43482420689519685,-0.16325557283409564,0.4976631186255467,0.0030120977604084567,-0.8600749196103943,-0.2292709212365352,0.02386762056062545
4,1.0,0.0,6.670095988224176,0.0,690.9858110373226,0.0,0.03605173785147642,0.0,0.0,0.41184148948202126,0.007330157936425231,0.0,0.013149730393067216,0.5924231816380683,0.0,0.09067563700061315,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.45000191125997974,0.020297235078405855,0.04035184338971476,0.4310742257458356,-0.1718902146606351,0.496331149065659,0.002950202408863058,-0.8289548877043909,-0.23842112818080552,0.04411776044800439
5,1.0,0.0,9.444187472289656,0.0,666.4938664396278,0.0,0.03605173785147642,0.0,0.0,0.3796364268648588,0.007234418482608229,0.0,0.013149730393067216,0.5924231816380683,0.0,0.0785945413834492,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.4471330475539816,0.02029523821639039,0.04035184338971476,0.42740572600561116,-0.18057236694210582,0.4941037483468962,0.002893345690293508,-0.7965558128140252,-0.24676999632638158,0.06437566342798771
6,1.0,0.0,11.533156466939971,0.0,635.9357651287905,0.0,0.03605173785147642,0.0,0.0,0.36041695092030884,0.0071845886733054205,0.0,0.013149730393067216,0.5924231816380683,0.0,0.06924278927636629,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.44421962458678055,0.020293418974588792,0.04035184338971476,0.4238591650897715,-0.18925770798736266,0.4910957489774384,0.002836071185140146,-0.7630482793085963,-0.25471673717309806,0.08462405990227799
7,1.0,0.0,13.69823120377987,0.0,611.0578427160207,0.0,0.03605173785147642,0.0,0.0,0.4237493861985126,0.007450436054094624,0.0,0.013149730393067216,0.5924231816380683,0.0,0.06184966963282583,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.44126611137914107,0.02029176395588307,0.04035184338971476,0.4204622537881015,-0.19791456912265723,0.4874035960936253,0.0027748050158087644,-0.7285819344239618,-0.2625368671983317,0.10484769195073393
8,1.0,0.0,15.907437499620869,0.0,593.0842136389558,0.0,0.03605173785147642,0.0,0.0,0.46326926362583787,0.007631948115746686,0.0,0.013149730393067216,0.5924231816380683,0.0,0.05588413222617632,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.43827719233046436,0.020290257900170763,0.04035184338971476,0.4172376477021964,-0.20651812054251803,0.48310842129416715,0.002708983948234495,-0.6932845516788955,-0.27044324847557005,0.12503262473852775
9,1.0,0.0,17.981136817238195,0.0,579.4769473413397,0.0,0.03605173785147642,0.0,0.0,0.47999382823497805,0.007734212679748253,0.0,0.013149730393067216,0.5924231816380683,0.0,0.05099050565084978,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.43525702776524294,0.020288885205043634,0.04035184338971476,0.4142043985725991,-0.2150501883329223,0.47827931283300157,0.0026395536313610145,-0.6572667258881927,-0.27858443075285844,0.14516607176232152
10,1.0,0.0,19.76673957625664,0.0,567.6238672725548,0.0,0.03605173785147642,0.0,0.0,0.4783033403024389,0.007773706253032439,0.0,0.013149730393067216,0.5924231816380683,0.0,0.04692194669191189,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.4322093518746767,0.02028763115810306,0.04035184338971476,0.4113779868061666,-0.22349907608670536,0.4729762749451727,0.0025677406152192967,-0.620626902389485,-0.28704581060304446,0.16523637228097468
11,1.0,0.0,21.261668081653724,0.0,556.2797404333712,0.0,0.03605173785147642,0.0,0.0,0.4651897563853135,0.007769683140838087,0.0,0.013149730393067216,0.5924231816380683,0.0,0.043498680044906084,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.4291375780856794,0.02028648220892728,0.04035184338971476,0.4087703887280454,-0.23185876247760115,0.46725258669344183,0.002494465616607939,-0.5834551527226184,-0.29585901120513075,0.18523299386834413
12,1.0,0.0,22.61319340467182,0.0,545.5809535376666,0.0,0.03605173785147642,0.0,0.0,0.4536886594308818,0.007741463269199918,0.0,0.013149730393067216,0.5924231816380683,0.0,0.0405874548240963,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.4260448874994561,0.020285425867104374,0.04035184338971476,0.4063906449078076,-0.24012744301192276,0.46115641012602293,0.0024203362223177535,-0.5458352918836821,-0.305018343981806,0.20514649127032186
13,1.0,0.0,23.960674254003465,0.0,535.9149344740974,0.0,0.03605173785147642,0.0,0.0,0.4442791668689902,0.007696170996402002,0.0,0.013149730393067216,0.5924231816380683,0.0,0.03808810555235308,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.4229343241213066,0.020284450644576315,0.04035184338971476,0.40424569900573454,-0.24830595755540516,0.4547317581625817,0.0023458688883040576,-0.5078458336826521,-0.31449769001117195,0.2249684247045558
14,1.0,0.0,25.350801208151026,0.0,527.3847485384,0.0,0.03605173785147642,0.0,0.0,0.4346915517219557,0.007639583096463974,0.0,0.013149730393067216,0.5924231816380683,0.01149705633521661,0.03592451598823065,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.4198088271732724,0.020283546072073423,0.04035184338971476,0.40234118894752385,-0.2563966672037165,0.44801944479124745,0.0022715932634973877,-0.46956098771936144,-0.32426122347488406,0.24469126182895762
15,1.0,0.0,26.761458701171748,0.0,519.8503588276607,0.0,0.03605173785147642,0.0,0.0,0.42322306641540264,0.007577257589799475,0.0,0.013149730393067216,0.5924231816380683,0.022993664864153746,0.03403807563390137,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.41667122466281753,0.02028270274926548,0.04035184338971476,0.40068250052670285,-0.2644025902201599,0.4410589086818924,0.0021979962112754865,-0.43105283478227213,-0.3342687141729427,0.2643082252638267
16,1.0,0.0,28.40181167024724,0.0,512.9625031716556,0.0,0.03605173785147642,0.0,0.0,0.4097981003588136,0.007513883658061563,0.0,0.027549264587686723,0.5924231816380683,0.033232651184072676,0.03238336691835279,0.01698227708958555,0.00965982534506793,0.0025321715983093185,0.41352422189274063,0.02028191236659741,0.04035184338971476,0.3992748179033757,-0.27232721049821074,0.43388867580744866,0.0021254859493228706,-0.392392075931144,-0.3444776079955426,0.28381328801934863
