,right_touch,left_touch,right_x_N,left_x_N,right_z_N,left_z_N,A_HFL,A_GLU,A_VAS,A_SOL,A_GAS,A_TA,A_HAM,A_RF,A_L_HFL,A_L_GLU,A_L_VAS,A_L_SOL,A_L_GAS,A_L_TA,A_L_HAM,A_L_RF,theta,hip,L_hip,knee,L_knee,ankle,L_ankle
0,0.0,1.0,0.0,50.35957924146942,0.0,730.020817715339,0.27175574348858916,0.005134799616843191,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.35030664695120506,0.004442711801848588,0.023142779561884375,0.007068454131070823,0.6186474291901654,0.0,0.046616420277278324,0.03513718323078291,0.1270892725208594,0.5410697017488257,0.009810599956438182,0.38887002971695234,-0.483378209328371,0.3311325648998079,-0.17487256560244824,-0.06375371331253901,-0.7002229195990126,-0.17352801836003537
1,0.0,1.0,0.0,53.196312738589214,0.0,673.7206581799082,0.2708782852813711,0.005131795899023522,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.35029815297914646,0.0042263397986956825,0.023142779561884375,0.007068454131070823,0.5562162043354181,0.0,0.04565371725650079,0.035148509065171044,0.12965969719790024,0.516849106291199,0.009810599956438182,0.3887720590879659,-0.4794909606796089,0.32280399455401443,-0.19128640801940391,-0.056245467535720226,-0.7000516515811871,-0.2168486346590329
2,0.0,1.0,0.0,54.61857068640082,0.0,622.1654529761497,0.27059496135163297,0.005129049320262108,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3502884360157362,0.00403427327851875,0.023142779561884375,0.007068454131070823,0.4971372411013011,0.0,0.04494198546226553,0.03509743735016298,0.1321109415130559,0.49271132200638973,0.009810599956438182,0.38811100200157495,-0.47534041677064387,0.31387083102241525,-0.20816810935514587,-0.04789710338405701,-0.6998846222199452,-0.260981498293108
3,0.0,1.0,0.0,-1359.6440107734031,0.0,3444.214064307142,0.27084388047687724,0.005126603590540329,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.35027794549321944,0.003863144988004134,0.023142779561884375,0.007068454131070823,0.4411393683475675,0.0,0.04451340631071479,0.03498714259816937,0.1344232906948571,0.4686525203046254,0.009810599956438182,0.38859081636517234,-0.46928098116934014,0.30372104374388204,-0.22635785543324763,-0.03766751749444765,-0.6997264874573839,-0.2922027382663637
4,0.0,1.0,0.0,-561.0789763104863,0.0,1693.560087088625,0.27156887834057025,0.005124525729711224,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3502670393801231,0.0037102185004191397,0.023142779561884375,0.007068454131070823,0.38807563691964797,0.0,0.04436561306779993,0.03482137966812206,0.13659301828526257,0.44471406306176375,0.009810599956438182,0.3913087971803083,-0.4603273334307468,0.2916188505411073,-0.24623205020784492,-0.024284749208607247,-0.6995776286032919,-0.30032465792027996
5,0.0,1.0,0.0,-223.99723321649466,0.0,1204.289320444394,0.27120403423506784,0.005149733713162351,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.35025599692985393,0.003705599545697362,0.023142779561884375,0.007068454131070823,0.6323504388198928,0.0,0.044365211600496224,0.03461456648127212,0.13868366370520246,0.5497689910534755,0.009810599956438182,0.39466929319916116,-0.45014606598534607,0.27820498329111976,-0.2668061310055378,-0.008587243321340098,-0.6994344432473796,-0.2997632921921186
6,0.0,1.0,0.0,214.83813617615155,0.0,769.45009528839,0.26595806703418956,0.005156620613091822,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3502450313456912,0.0037063617492022172,0.023142779561884375,0.007068454131070823,0.7659389772701661,0.0,0.044365211600496224,0.03438397626964962,0.14076517338057132,0.6121489595198797,0.009810599956438182,0.3979784925471164,-0.43945711767846185,0.2641063927394625,-0.2876582582726283,0.008368681254374616,-0.6992966783680098,-0.29696905180365313
7,0.0,1.0,0.0,198.98259753292427,0.0,720.7852488671905,0.2587689545907952,0.0051582154553041475,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3502343014188611,0.0036317580891433022,0.023142779561884375,0.007068454131070823,0.8103385830822438,0.0,0.044365211600496224,0.03414852120711779,0.14283047851560932,0.6378124908456136,0.009810599956438182,0.4010288963788144,-0.4284601823161391,0.2526225775923589,-0.30871586813814367,0.019482458615456714,-0.6991653062322701,-0.29097888138860173
8,0.0,1.0,0.0,158.11621872548506,0.0,808.2735995520472,0.2510444057578632,0.005159969420418341,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3502240306355952,0.003528509609295405,0.023142779561884375,0.007068454131070823,0.8026514022102536,0.0,0.05191752107346844,0.04291006273446517,0.14059853524331017,0.6411775022436929,0.009810599956438182,0.40360668338515027,-0.41734317200305177,0.24345103605427038,-0.3298392734457807,0.025252399842868607,-0.6990407758513308,-0.28239253858834895
9,0.0,1.0,0.0,121.55768587721934,0.0,835.5578931058003,0.24334554231195754,0.005161488420825553,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3502144257302684,0.0034279676664999512,0.023142779561884375,0.007068454131070823,0.7826263455719755,0.0,0.0930818630702259,0.05837892490612363,0.11964345645957826,0.6387656758688052,0.009810599956438182,0.40570523346389026,-0.40610295876902613,0.23579625717333114,-0.3509700027049932,0.02756945120865906,-0.6989236708884201,-0.2731338828369292
10,0.0,1.0,0.0,89.68009211094042,0.0,856.3284269816763,0.2359970334689452,0.0051628538937267465,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3502052031888004,0.003325889424380831,0.023142779561884375,0.007068454131070823,0.7440246879069945,0.0,0.11483223956872513,0.0598886657616515,0.10830729125462135,0.6274894378481289,0.009810599956438182,0.40728139950035036,-0.39478191965192316,0.22903934423412498,-0.3720451829993849,0.02773654033369698,-0.6987977101076177,-0.2637404429518034
11,0.0,1.0,0.0,66.02390335962002,0.0,867.4663966231399,0.229064017449797,0.005164123220947897,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.35019632072512796,0.003232810791809491,0.023142779561884375,0.007068454131070823,0.7035004772367337,0.0,0.11766059217783613,0.06000598717143926,0.10672551714982109,0.6144322410220591,0.009810599956438182,0.40833334220062056,-0.3833943795255487,0.22276928077765845,-0.3930373582348828,0.026629056956641625,-0.6986219963896755,-0.25445539837477643
12,0.0,1.0,0.0,49.78394061791622,0.0,867.3232080359054,0.22260072314450835,0.00516531294743624,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3501878294238136,0.0031464041018327204,0.023142779561884375,0.007068454131070823,0.6591978123999025,0.0,0.1225982451945506,0.06010280653488574,0.10391321278864833,0.5987166506549596,0.009810599956438182,0.40887658646148467,-0.37194457812724924,0.21671539523300057,-0.41393227169198377,0.024823498634907404,-0.6983600669221978,-0.24534271398938842
13,0.0,1.0,0.0,38.65572341387979,0.0,859.5992872734267,0.2166243128989118,0.0051664327981165515,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3501797671721867,0.0030669952804016475,0.023142779561884375,0.007068454131070823,0.6138918425426718,0.0,0.12379758928094908,0.06386629395505722,0.1029202108761347,0.5815215414278018,0.009810599956438182,0.40893490249164016,-0.360427704438198,0.21070459504951003,-0.4347044719462909,0.02269257206437803,-0.6979609863249687,-0.23640392977547434
14,0.0,1.0,0.0,27.89997489484665,0.0,844.2927604239703,0.21112701467650638,0.005167489652427962,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3501721702202457,0.0029944567000269023,0.023142779561884375,0.007068454131070823,0.5687661165900536,0.0,0.15709424972814373,0.07293596112484806,0.0851072171268562,0.5633824099048377,0.009810599956438182,0.4085377964529661,-0.34883603513516603,0.20463228409979758,-0.4553351103742881,0.020471863722786473,-0.6973841877957231,-0.2276379247968016
15,0.0,1.0,0.0,16.682425675111062,0.0,823.851782122443,0.20607660082436946,0.005168489441180813,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3501645462999437,0.002928572026409412,0.023142779561884375,0.007068454131070823,0.524517315488559,0.0,0.19285362903842848,0.07801438232211716,0.06599393877847258,0.5446438313671742,0.009810599956438182,0.40772118301295185,-0.337156863028371,0.19844274558280342,-0.47581309681005834,0.01830897320622767,-0.6965973596944703,-0.21908746171938376
16,0.0,1.0,0.0,6.8230618291132,0.0,801.7376086027625,0.2014325863961862,0.005169437610335377,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3501542583888528,0.0028687840636932886,0.023142779561884375,0.007068454131070823,0.481805311610723,0.0,0.2130678263962594,0.07985655204774697,0.055003385360784474,0.5256462065795948,0.009810599956438182,0.40652367851014676,-0.3253754142072366,0.19210985025176558,-0.4961317407367373,0.01629083670001747,-0.6955744917497836,-0.21077492717749158
17,0.0,1.0,0.0,-1.0477469141942777,0.0,779.8628350584729,0.19714512026405578,0.005170294527338385,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3501392363149899,0.0028146151061881446,0.023142779561884375,0.007068454131070823,0.44126719779474644,0.0,0.22610083176982493,0.0804708632729367,0.04776996044840695,0.506733089584182,0.009810599956438182,0.40498275512067283,-0.3134783229737817,0.18562447369520524,-0.516284963983941,0.01446092576254431,-0.6942943546098699,-0.20267106671635166
18,0.0,1.0,0.0,-7.6992040794212,0.0,765.4433486213061,0.19315862346889218,0.005171030370412279,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.350116190249462,0.0027655335880444444,0.023142779561884375,0.007068454131070823,0.403117544968021,0.0,0.233862937201773,0.08228217528781442,0.04329623278879838,0.4880734080449768,0.009810599956438182,0.4031253786598457,-0.30146170167830966,0.1789792527730524,-0.5362646537311695,0.012834589357216248,-0.6927392290493074,-0.1946485389620493
19,0.0,1.0,0.0,-16.394821860097224,0.0,796.8222818630015,0.18941851878077626,0.0051716922810492085,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.35008236177170327,0.002720990730260075,0.023142779561884375,0.007068454131070823,0.3673022710906882,0.0,0.2616914255975306,0.08716332416093867,0.028343481176879015,0.46971931332772443,0.009810599956438182,0.4010105496988482,-0.28929339652781944,0.1722100074448834,-0.5560684187698012,0.011407251122027723,-0.6908957360307488,-0.1868769591100005
20,0.0,1.0,0.0,-26.898097759632762,0.0,844.2049627844417,0.18588480150815387,0.00517229390378733,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.35003554158398426,0.002680241399017724,0.023142779561884375,0.007068454131070823,0.3329343155686265,0.0,0.30421563685967407,0.09196512270546556,0.005719679266079053,0.45134691862823334,0.009810599956438182,0.3987171733591842,-0.27692399666846435,0.1653792984710859,-0.5756944325225924,0.010167165389750788,-0.6887535858663234,-0.1797574048904949
21,0.0,1.0,0.0,-37.12888788440722,0.0,896.641686400861,0.18248651018593284,0.005172951231011284,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.34997393687689016,0.0026439146172864128,0.023142779561884375,0.007068454131070823,0.3047131428140917,0.0,0.3428775881645353,0.09507590550659469,0.0,0.43507719132682826,0.009810599956438182,0.3963306463649848,-0.2642989382683564,0.15855898248379185,-0.5951370165835839,0.009100605759353099,-0.6863043842086413,-0.17378070358961842
22,0.0,1.0,0.0,-44.28537309646249,0.0,938.739372375045,0.17909784860709763,0.005173736778884965,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.34989606307043836,0.002611908524989995,0.023142779561884375,0.007068454131070823,0.2836140846915234,0.0,0.373274070515576,0.09679322677066128,0.0,0.4214840891752629,0.009810599956438182,0.3939279625952739,-0.25137194619962777,0.151814497376181,-0.6143822804649071,0.008191756367762393,-0.6835408667430166,-0.16937702564475265
23,0.0,1.0,0.0,-46.63620384788775,0.0,959.8016334688301,0.17557724441022296,0.0051746598176109744,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.34980065601239174,0.0025839385300235186,0.023142779561884375,0.007068454131070823,0.2701606937518308,0.0,0.39574295383350405,0.09846518696706157,0.0,0.4109620816150076,0.009810599956438182,0.39156303460114905,-0.23811770556968695,0.14519130524738402,-0.6334061705364823,0.007422427100918603,-0.6804562915606363,-0.1667967327871953
24,0.0,1.0,0.0,-44.96734262938676,0.0,962.9598455705434,0.17178797059699472,0.005175638720351182,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3496866831635388,0.00255941310707007,0.023142779561884375,0.007068454131070823,0.26322523394414865,0.0,0.42596956770970273,0.10122545349763679,0.0,0.403185117224773,0.009810599956438182,0.3892615342054879,-0.22453540161125815,0.1387110209199187,-0.6521767578029567,0.006772870363766137,-0.6770442561416588,-0.16608685493054456
25,0.0,1.0,0.0,-41.33179241624184,0.0,959.0052118084807,0.16762631820909335,0.005176554097994367,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.34955332359379604,0.0025375451132253323,0.023142779561884375,0.007068454131070823,0.26045189160534366,0.0,0.47047443630180197,0.10427378005816462,0.0,0.3972575093023681,0.009810599956438182,0.3870288396651813,-0.21064093223247296,0.13237953299376098,-0.6706587269652609,0.0062240021308850105,-0.6732989466032122,-0.16717849544731317
26,0.0,1.0,0.0,-77.29492601843435,0.0,843.1678445743266,0.16301754972630672,0.00517735449453518,0.002085279427106679,0.009479262566809865,0.003684416266698687,0.3493998623953307,0.002517582253700439,0.023142779561884375,0.007068454131070823,0.25942131348326963,0.0,0.5178223199557526,0.1061724110203252,0.0,0.3921998232212417,0.009810599956438182,0.3848584567532065,-0.19645900442571482,0.12618357577210082,-0.6888174502624571,0.005761214317596195,-0.6692153688630263,-0.16982860731010713
